epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,156.04,1.06568,0.72796,1,0.64078,0.000416566,0.000416566,0.000416566
2,323.743,0.6943,0.75735,1,0.5521,0.000420783,0.000420783,0.000420783
