epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,81.032,1.01035,0.69241,1,0.72372,0.000416416,0.000416416,0.000416416
2,159.435,0.72883,0.71087,1,0.61022,0.000668132,0.000668132,0.000668132
3,237.521,0.64057,0.77512,1,0.51002,0.000754848,0.000754848,0.000754848
4,316.734,0.54854,0.82297,1,0.43957,0.0005075,0.0005075,0.0005075
5,394.482,0.48855,0.82365,1,0.41655,0.00026,0.00026,0.00026
