epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,229.781,1.13264,0.60786,1,0.82224,0.00041661,0.00041661,0.00041661
2,460.631,0.66697,0.6926,1,0.71284,0.000420805,0.000420805,0.000420805
