epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,88.3122,0.97555,0.651,1,0.7197,0.000415763,0.000415763,0.000415763
2,157.742,0.62603,0.74268,1,0.53429,0.000420377,0.000420377,0.000420377
