epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,67.253,0.97555,0.651,1,0.7197,0.000415763,0.000415763,0.000415763
2,132.715,0.63495,0.72496,1,0.57333,0.000667608,0.000667608,0.000667608
3,195.273,0.54996,0.78197,1,0.45068,0.000754454,0.000754454,0.000754454
4,257.345,0.47663,0.80586,1,0.41785,0.0005075,0.0005075,0.0005075
5,319.939,0.42358,0.82666,1,0.38317,0.00026,0.00026,0.00026
